CH.160L;11,a,a,a,a,b,b,a,a,b,b,a,b,b,a,b,a,b,a,b,b,a,b,b,b,b,b,b,a,a,a,b,b,a,-,b,a,a,a,a,b,b,b,a,a,a,a,b,a,b,a,b,b,a,a,a,b,b,b,b,a,b,b,b,b,a,b,b,a,b,a,b,a,b,a,a,a,b,b,b,b,b,b,a,a,b,b,a,b,b,a,a,a,b,a,a,a,b,b,b,b,a,a,b,b,b,a,a,a,a,b,b,b,a,b,b,a,a,b,b,b,b,a,a,a,a,b,a,b,a,a,a,b,b,b,b,a,b,b,a,b,b,a,b,b,b,b,b,b,b,b,a,a,b,b,b,b,a,b,b,b,a,a
AD.121C;12,a,a,a,a,a,b,b,a,b,b,a,b,b,a,b,a,a,a,b,b,b,b,a,b,b,a,b,a,a,a,a,b,b,a,b,a,a,a,b,a,a,b,a,a,a,a,a,a,b,a,b,b,a,a,a,b,b,b,b,a,b,a,b,b,a,b,b,a,a,a,b,a,b,a,a,a,b,b,b,b,b,b,a,a,b,b,a,b,b,a,a,a,b,a,a,a,a,b,b,a,a,a,b,b,b,b,a,a,a,b,a,b,a,b,b,b,a,-,b,a,b,a,a,a,a,b,a,b,a,a,a,b,b,b,a,a,b,a,b,b,b,b,b,a,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,a,b
AD.106L;13,a,a,a,a,a,b,b,b,b,b,a,b,a,a,b,a,a,a,b,b,b,b,a,b,b,a,b,a,a,a,a,b,b,a,b,a,a,a,b,a,a,b,a,a,a,a,a,a,b,a,b,b,a,a,a,b,b,b,b,a,b,a,b,b,a,b,b,a,a,a,b,a,b,a,a,a,b,b,b,b,b,b,a,a,b,b,a,b,b,a,a,a,b,a,a,a,a,b,b,a,a,a,b,b,b,b,a,a,a,b,a,b,a,b,b,b,a,-,b,a,b,a,a,a,a,b,a,b,a,b,a,b,b,b,a,a,b,a,b,b,b,b,b,a,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,a,b
GB.112L;14,a,a,b,a,a,b,b,b,b,b,a,b,a,a,b,a,b,a,a,a,b,b,a,b,b,a,b,a,b,a,a,b,a,a,b,a,a,a,b,a,a,b,b,a,a,a,a,a,a,a,b,b,a,a,a,b,b,b,b,a,b,a,b,b,a,b,b,a,a,a,a,a,a,a,a,a,b,b,b,b,b,b,a,a,b,b,a,b,b,a,a,a,a,a,a,b,a,b,b,b,a,a,b,b,b,b,b,a,a,a,b,b,a,b,b,a,a,b,b,a,b,a,a,a,b,b,b,a,a,b,b,b,a,b,a,a,a,a,b,b,b,b,a,b,b,a,b,b,b,b,b,a,b,b,b,b,b,b,b,b,a,b
BH.106L;15,a,a,b,a,a,b,b,b,b,b,a,b,a,a,b,a,b,a,a,a,b,b,a,b,b,a,b,a,b,a,a,b,a,a,b,a,a,a,b,a,a,b,b,a,a,a,a,a,a,a,b,b,a,a,a,b,b,b,b,a,b,a,b,b,a,b,b,a,a,a,a,a,a,a,a,a,b,b,b,b,b,b,a,a,b,b,a,b,a,a,a,a,a,a,a,b,a,b,b,b,a,a,b,b,b,b,a,-,a,a,b,b,a,b,b,a,a,b,b,a,b,a,a,a,b,b,b,a,a,b,b,b,a,b,b,a,a,a,b,b,b,b,a,b,b,a,b,b,b,b,b,a,b,b,b,b,b,b,b,b,a,b
GD.97L;16,a,a,b,a,a,b,b,b,b,b,b,a,a,a,b,a,b,a,b,a,b,b,a,a,b,a,b,a,b,a,a,b,a,b,b,a,a,a,b,a,a,b,b,a,a,a,a,a,a,a,b,b,a,a,a,b,b,b,b,a,b,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,b,b,b,b,b,b,a,a,b,b,a,b,a,a,a,b,a,a,a,b,a,b,b,b,a,a,b,a,b,b,a,-,a,a,b,b,a,b,b,b,a,b,a,a,b,a,a,a,b,a,b,a,a,b,b,b,a,b,b,a,a,b,b,b,b,b,a,b,b,a,b,b,a,b,b,a,b,b,b,b,b,a,b,b,a,a
DF.93C;17,a,a,b,a,a,a,b,b,b,b,b,a,a,b,b,a,a,a,b,a,a,b,a,a,a,b,b,a,b,a,a,b,a,b,b,b,a,a,a,a,a,b,b,a,b,a,a,a,a,a,b,b,a,a,a,b,b,b,b,a,b,a,a,b,a,b,b,a,b,b,a,a,a,a,a,a,b,b,b,b,b,b,a,a,b,b,a,b,a,a,a,b,a,a,a,b,a,b,b,a,a,a,b,a,b,a,a,b,a,a,b,a,a,b,b,b,a,b,a,a,b,a,a,a,b,a,b,a,a,b,b,b,b,b,b,b,a,b,b,b,b,b,a,b,b,a,b,b,a,b,b,a,b,b,b,a,b,a,b,a,a,b
CD.108L;18,a,a,b,a,a,a,b,b,b,b,b,a,a,b,b,a,b,a,b,a,a,b,a,a,a,a,b,a,b,a,a,b,a,b,b,b,a,a,a,a,a,b,b,a,b,a,a,a,a,a,b,b,a,a,a,b,b,b,b,a,b,a,a,b,a,b,b,a,b,a,a,a,a,a,a,a,b,b,b,b,b,b,a,a,b,b,a,b,a,a,a,b,a,a,a,b,a,b,b,b,a,a,b,a,b,b,a,b,a,a,b,b,a,b,b,b,a,b,a,a,b,a,a,a,b,a,b,a,a,b,b,b,a,b,b,a,a,b,b,b,b,b,a,b,b,a,b,b,a,b,b,a,b,b,b,a,b,a,b,a,a,b
DF.85C;19,a,a,b,a,a,a,b,b,b,a,b,a,a,b,b,a,a,a,b,a,a,b,a,a,a,b,b,a,b,a,a,b,a,b,b,b,a,a,b,a,a,b,b,a,b,a,a,a,a,a,b,b,a,a,a,b,b,b,b,a,b,a,a,b,a,b,b,a,b,b,a,a,a,a,a,a,b,b,b,b,b,b,a,a,b,b,a,b,a,a,a,b,a,a,a,b,a,b,b,a,a,a,b,a,b,a,a,b,a,a,b,a,a,b,b,b,a,b,a,a,b,a,a,a,b,a,b,a,a,b,b,b,b,b,b,b,a,b,b,b,b,b,a,b,b,a,b,b,a,b,b,a,b,b,b,a,b,a,b,a,a,b
FD.59C;20,a,a,b,a,a,a,b,b,b,a,b,a,a,b,b,a,a,a,b,b,a,b,a,a,b,b,b,a,b,a,a,-,a,b,b,b,a,a,b,a,a,b,b,a,b,a,a,a,a,a,b,b,a,a,a,b,b,b,b,a,b,a,a,b,a,b,b,a,b,b,a,a,a,a,a,a,b,a,b,b,b,b,a,a,b,b,a,b,a,a,a,b,a,a,a,b,a,b,b,a,a,a,b,a,b,a,a,b,a,a,b,a,a,b,b,b,a,b,a,a,b,a,a,a,b,a,b,a,a,b,b,b,b,b,a,b,a,b,b,b,b,b,a,b,a,a,b,b,a,b,b,a,b,b,b,a,b,a,b,a,a,b
BF.206L;21,a,a,b,a,a,a,b,b,b,a,b,a,a,b,b,a,b,a,b,b,a,b,a,a,b,b,b,a,b,a,a,a,a,b,b,b,a,a,b,a,b,b,a,a,b,a,a,a,a,a,a,b,a,a,a,a,b,b,b,a,a,a,a,b,a,b,a,a,b,b,a,a,b,a,a,a,b,b,b,b,b,b,b,a,b,a,b,b,a,b,a,b,b,a,a,b,a,b,b,a,a,a,b,a,b,a,a,b,a,a,b,a,a,a,b,b,a,b,a,a,b,a,a,a,b,a,b,a,a,b,b,b,a,b,a,b,a,b,b,b,b,b,a,b,a,b,b,b,a,b,b,a,b,b,b,a,b,a,b,a,a,a
CH.200C;22,a,a,b,a,a,a,b,b,b,a,b,a,a,b,b,a,b,a,b,b,a,b,a,a,b,b,a,a,b,a,a,b,a,b,b,b,a,a,b,a,a,b,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,b,b,b,a,a,a,b,a,b,a,a,b,b,a,a,b,a,b,a,b,b,b,b,b,b,b,a,b,a,b,b,a,b,a,b,b,a,a,b,a,b,b,a,a,a,a,a,b,a,b,a,a,a,a,a,a,a,b,a,a,b,a,a,b,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,a,b,b,b,b,a,a,b,a,a,b,a,a,b,b,b,b,b,b,a,b,a,b,a,a,a
DF.260L;23,a,a,b,a,b,a,b,b,a,a,b,a,a,b,b,a,a,a,b,b,a,b,a,a,b,b,a,a,b,b,a,b,a,b,b,b,a,a,b,a,a,b,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,a,a,a,b,a,b,a,a,b,b,a,a,b,a,b,a,b,b,b,b,b,b,a,b,b,a,b,b,a,b,a,b,b,a,a,b,a,b,b,a,a,a,a,a,b,a,b,a,a,a,a,a,a,a,b,a,a,b,a,a,a,a,a,a,b,a,b,a,a,b,b,b,a,a,a,a,a,b,b,b,b,a,a,b,a,a,a,a,a,a,b,b,b,b,b,a,b,a,b,a,a,a
EC.88C;24,a,a,b,a,b,a,b,b,a,a,b,a,a,b,b,a,a,a,b,b,a,b,a,a,b,b,a,a,b,b,a,a,a,b,b,b,a,a,a,a,a,b,a,a,b,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,a,a,a,b,a,b,a,a,b,b,a,a,b,b,b,a,b,b,b,b,b,b,a,b,b,a,b,b,a,b,b,b,b,a,a,b,a,b,b,a,a,a,a,a,b,a,b,a,a,a,a,a,a,a,b,a,a,b,a,a,a,a,a,a,b,a,b,a,a,b,b,b,a,b,a,a,a,b,b,b,b,a,a,b,a,a,a,a,a,a,b,b,a,b,b,a,b,a,b,a,a,a
DF.408C;25,a,a,b,a,b,a,b,b,a,a,b,a,a,b,b,a,a,a,b,b,a,a,a,a,b,b,a,a,b,b,a,a,a,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,b,a,a,a,b,a,a,a,b,a,a,b,a,a,a,b,a,b,a,a,b,a,a,a,b,b,b,a,b,b,b,b,b,b,a,b,b,a,b,b,a,b,b,b,a,a,a,b,a,b,b,a,a,a,a,a,b,a,b,a,a,a,a,a,a,a,b,a,a,b,a,a,a,a,a,a,b,a,b,a,a,b,b,b,a,b,a,a,a,b,b,b,b,a,a,b,a,a,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a
HH.375L;26,a,b,b,b,b,a,b,b,a,b,b,a,a,b,a,a,a,a,a,b,a,a,a,a,b,b,a,a,b,b,a,a,a,b,a,b,b,a,a,a,a,b,a,a,b,a,a,a,b,a,a,a,b,a,a,a,b,a,a,b,a,a,a,b,a,b,a,a,b,a,a,a,b,b,b,a,b,a,b,-,b,b,a,b,b,a,b,b,b,b,b,b,a,a,a,b,b,b,b,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,b,a,b,a,b,a,a,a,a,a,b,a,a,b,a,a,b,b,a,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a
CH.215L;27,a,b,b,b,b,a,b,b,a,b,b,a,a,b,a,a,a,a,a,b,a,a,a,a,b,b,a,a,b,b,a,a,a,b,a,b,b,a,a,b,a,b,a,a,b,a,a,a,b,a,a,a,b,a,a,a,b,a,a,b,a,a,a,b,a,b,a,a,b,a,a,a,b,b,b,a,b,a,b,b,b,b,a,b,b,a,b,b,b,b,b,b,a,a,a,b,b,b,b,a,a,a,a,a,a,a,b,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,b,b,a,b,a,b,a,a,a,a,a,b,a,a,b,a,a,b,b,a,a,a,a,a,a,b,a,b,b,a,b,a,a,a,a,a
BF.116C;28,a,b,b,b,b,b,b,b,a,b,b,a,a,b,a,a,a,a,a,b,b,a,a,a,b,b,a,a,b,b,a,b,a,b,a,b,b,a,a,b,a,b,a,b,b,a,b,a,b,a,a,a,b,a,a,a,b,a,a,b,a,a,a,b,a,b,a,a,b,a,a,a,a,b,a,a,b,b,b,b,b,b,a,b,b,a,b,b,b,b,b,b,a,a,a,a,a,a,b,a,b,a,a,a,a,b,b,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,b,a,a,b,a,a,b,b,b,a,a,a,a,b,a,a,b,b,a,b,a,a,a,a,a
GH.157L;29,a,b,b,b,b,b,b,b,a,b,b,a,a,b,a,a,a,a,a,b,b,b,a,a,b,b,a,b,b,b,a,b,a,b,a,b,b,a,b,b,a,b,a,b,b,b,b,b,b,a,a,a,b,a,a,a,b,a,a,b,a,a,a,b,a,b,a,b,b,a,a,a,a,b,b,a,b,b,-,b,b,b,a,b,b,a,b,b,b,b,a,b,a,a,a,a,a,a,b,b,b,a,a,a,a,b,b,a,b,b,a,a,a,b,b,a,b,a,a,a,a,a,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,b,a,a,b,a,a,b,b,b,a,a,a,a,b,a,a,b,b,a,b,a,a,a,a,a
CC.318C;30,b,b,b,-,b,b,b,b,a,b,b,a,a,b,a,a,a,a,a,b,b,b,a,a,a,b,b,b,a,b,a,b,a,b,a,b,b,a,b,b,a,b,a,b,b,b,b,b,b,b,b,a,b,a,a,a,b,a,b,b,a,a,b,b,b,b,a,b,b,b,a,a,b,b,b,a,b,b,b,b,b,b,a,b,b,b,b,b,b,b,a,b,a,a,a,a,b,a,b,b,b,b,a,a,a,b,b,a,b,b,a,a,a,b,b,a,b,a,a,a,a,b,a,a,b,b,b,a,a,b,b,b,a,a,a,a,a,b,a,b,b,a,a,b,b,b,b,a,a,a,b,b,a,b,b,a,b,a,a,a,b,a
CD.173L;31,b,b,b,b,b,b,b,b,a,b,b,b,b,b,a,a,a,a,a,b,b,b,b,a,b,b,b,b,a,b,a,b,a,b,a,b,b,a,b,b,a,b,a,b,b,b,b,b,b,b,b,a,a,a,b,a,b,a,b,b,a,a,b,b,b,b,a,b,b,b,a,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,a,a,a,a,b,a,b,b,b,b,a,a,a,b,b,a,b,b,a,a,a,b,b,a,b,a,a,a,a,b,a,a,b,b,b,a,a,b,b,b,a,a,a,a,a,b,a,b,b,a,a,b,b,b,b,b,a,a,b,b,b,b,b,b,b,a,a,a,a,a
FD.90L;32,b,b,b,b,b,b,b,b,a,b,b,b,b,b,a,a,b,a,a,b,b,b,b,a,b,b,b,b,a,b,a,b,a,b,a,b,b,a,b,a,a,b,b,b,b,b,b,a,b,b,a,a,a,a,b,a,b,a,b,b,a,a,b,b,b,b,a,a,b,b,a,a,a,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,a,a,a,a,b,a,b,b,b,b,a,a,a,b,b,a,b,b,a,a,a,b,b,a,b,a,a,a,a,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,b,a,b,b,a,a,b,b,b,b,b,a,a,b,b,b,b,b,b,b,a,a,a,a,a
CD.227C;33,b,b,b,a,b,b,b,b,a,b,b,b,b,b,a,a,b,a,a,b,b,b,b,a,b,a,b,b,a,b,a,b,a,b,a,a,b,a,b,a,a,b,b,b,a,b,b,a,b,b,a,a,a,a,b,a,b,a,b,b,a,a,b,b,b,b,a,a,b,b,a,a,a,b,b,a,b,b,b,b,b,b,b,b,b,b,b,a,b,b,a,a,a,a,a,a,b,a,b,b,b,b,a,a,a,b,b,a,b,b,a,a,b,b,b,a,b,a,a,a,b,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,a,b,a,b,b,a,a,b,b,b,b,b,a,a,a,b,b,a,b,a,b,a,a,a,a,b
HH.360L;34,b,b,b,a,b,b,b,b,a,b,b,b,a,a,a,a,a,a,a,b,b,b,b,a,b,a,b,b,a,b,a,b,a,b,a,a,b,a,b,a,a,b,a,b,b,b,b,a,b,b,a,a,a,a,b,a,b,b,b,a,a,a,b,b,b,b,a,a,b,b,a,a,a,b,b,a,b,b,b,b,b,b,a,b,b,b,b,a,b,b,a,a,a,a,a,a,b,a,b,b,b,b,b,a,a,b,b,a,b,b,a,a,b,b,b,a,b,a,a,a,b,b,a,a,b,b,b,a,a,b,a,a,b,a,a,a,a,b,a,b,b,a,a,b,a,b,a,b,a,a,a,b,b,a,b,a,b,a,a,a,b,b
AD.156C;35,a,b,a,a,a,b,a,b,b,a,a,b,a,a,b,b,b,a,a,a,a,a,b,b,b,a,b,a,a,b,b,b,a,b,b,a,a,b,a,a,b,b,a,b,a,b,a,b,b,a,a,a,a,a,a,a,b,b,a,b,b,b,a,b,b,b,a,a,b,b,a,a,a,b,b,b,b,a,b,a,b,a,b,b,a,a,b,a,a,a,b,a,a,b,a,b,a,b,b,b,a,b,b,a,b,b,b,b,b,b,a,b,b,b,a,b,b,-,a,a,a,a,a,b,b,a,a,a,b,a,b,a,b,b,a,b,a,a,a,b,a,b,a,b,a,a,b,a,a,b,b,b,b,b,a,b,a,b,a,a,a,a
BF.325L;36,a,b,a,a,a,b,a,b,b,a,a,b,b,b,a,b,a,a,a,a,a,a,b,b,a,a,b,b,a,b,b,b,a,b,b,a,a,b,a,a,b,b,a,b,a,b,a,b,b,a,a,b,b,a,b,a,b,b,a,b,b,b,a,b,b,b,a,a,b,b,a,a,a,b,b,b,b,a,b,a,b,a,b,b,a,a,b,a,a,a,a,a,a,b,a,b,a,b,b,b,b,a,b,a,a,b,b,b,a,b,a,b,b,b,a,b,b,a,a,a,a,b,a,a,b,a,a,a,b,a,b,a,b,b,a,b,a,a,a,a,a,b,a,b,b,a,b,b,a,b,b,b,b,b,a,b,b,b,a,a,a,a
GH.580L;37,b,b,a,a,a,b,a,a,b,a,a,b,a,b,a,b,a,a,a,a,a,a,b,b,a,a,b,b,a,b,b,b,a,b,b,a,a,b,a,b,b,b,b,b,a,b,a,b,b,a,a,b,b,b,b,a,b,b,a,a,a,b,a,a,b,b,a,b,b,b,a,a,a,b,b,b,b,a,-,a,b,a,b,b,a,a,b,a,a,a,a,a,a,a,a,b,a,b,b,b,b,a,b,a,a,b,b,b,a,b,b,b,b,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,b,a,b,a,b,b,a,b,a,a,a,a,b,b,b,b,b,a,b,a,a,b,b,b,b,b,b,b,a,a,a,a,a,a
CH.610C;38,b,b,a,a,a,b,a,a,b,a,a,b,a,b,a,b,a,a,a,a,a,a,b,b,a,a,a,b,a,b,b,a,a,b,b,a,a,b,a,b,b,b,a,b,a,b,a,b,b,a,a,b,b,b,b,a,b,b,a,a,a,b,a,a,b,b,a,b,b,b,a,a,a,b,b,b,b,a,b,a,b,a,b,b,a,a,b,a,b,a,a,a,a,a,a,b,a,b,b,b,b,a,b,a,a,b,b,b,a,b,b,b,b,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,b,a,b,a,a,b,a,b,a,a,a,b,b,b,b,b,b,a,b,a,a,b,b,a,b,b,b,b,a,a,a,a,a,a
EC.495C;39,b,b,a,a,a,b,a,a,b,a,a,b,a,b,a,b,a,a,a,a,a,a,b,b,a,a,a,b,a,b,b,a,a,b,b,a,a,b,a,b,b,b,b,b,a,b,b,b,a,a,a,b,b,b,b,a,b,b,a,a,a,b,a,a,b,b,a,b,b,b,a,a,a,b,b,b,b,a,b,a,b,a,b,b,a,a,b,a,b,a,a,a,a,a,a,b,a,b,b,b,b,a,b,a,a,b,b,b,a,b,b,b,b,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,b,a,b,b,a,b,a,b,a,a,a,b,b,b,b,b,b,a,b,a,a,b,b,a,b,b,b,b,a,a,a,a,a,a
FD.81L;40,b,b,a,a,a,b,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,a,b,b,a,a,a,b,a,b,b,a,a,b,b,a,a,b,a,b,b,b,b,b,a,b,b,b,a,a,a,b,b,b,b,b,b,b,a,a,a,b,a,a,b,b,a,b,b,b,a,a,a,b,b,b,b,a,b,a,b,b,b,b,a,a,b,a,b,a,a,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,b,a,b,b,b,b,b,a,b,a,a,a,a,a,b,a,a,b,a,a,a,b,a,b,b,a,b,a,b,a,a,a,b,b,b,b,b,b,a,b,a,a,b,b,a,b,b,b,b,a,a,a,a,a,a
BF.105C;41,b,b,a,a,a,b,a,a,b,a,a,a,b,b,a,b,a,a,a,a,a,a,b,b,a,a,a,b,a,b,a,a,a,b,b,a,a,b,a,b,b,b,b,b,a,b,b,b,a,a,a,b,b,b,b,b,b,b,a,a,a,b,a,a,b,b,a,b,b,b,a,a,a,b,b,b,b,a,b,a,b,b,b,b,a,a,b,a,b,a,a,a,a,a,a,b,a,b,b,a,b,a,b,a,a,b,b,b,a,b,b,b,b,b,a,b,a,a,a,a,b,b,a,a,b,a,a,a,b,a,b,b,a,b,a,b,a,a,a,b,b,b,b,b,b,a,b,a,a,b,a,a,b,b,b,b,a,a,a,a,a,a
CH.284C;42,b,b,a,a,a,b,a,b,b,a,a,a,b,b,b,b,a,a,a,a,a,a,b,b,a,a,a,b,a,b,a,a,a,b,b,a,a,b,a,b,b,b,b,b,a,b,b,b,a,a,a,b,b,b,b,a,b,a,a,a,a,b,a,a,b,b,a,b,b,b,a,a,a,b,b,b,b,a,b,a,a,b,b,b,a,a,b,a,b,a,a,a,a,b,a,b,a,b,b,a,b,a,b,a,a,b,b,b,a,b,b,b,b,b,a,b,a,a,a,a,b,b,a,a,b,a,a,a,b,a,b,b,a,a,a,b,a,a,a,b,b,b,b,b,b,a,b,a,a,b,a,a,b,a,b,b,a,a,a,a,b,a
